LDA_Component_1,LDA_Component_2
-47.543291541317096,2.6181319141748736
41.728056732547685,-26.865515144244842
-47.676894349771054,2.696758530543824
21.454775638900625,36.557040495638404
-47.48223246962757,2.2595785589732094
41.41045072540539,-25.3985123538052
21.518234069523167,37.077519354484785
-47.43862814144148,2.5276788076575434
42.09476691739421,-26.860082456182106
21.421482001917063,36.73040133459764
-47.12074745556941,2.8398279699058095
41.81631420533816,-25.981832034771088
1.3941979014269172,-24.43131605120284
44.1869975565094,-29.708533749869392
41.55161801662594,-26.17560843695722
1.4520281791729353,-24.26999526647122
-46.99944114838805,3.0085722298244777
-47.48703920932189,2.3287290699405476
21.46163897536564,36.57541790155955
21.425493356226973,36.74051748605799
-47.58339552374604,2.797443174349559
-47.1662683286737,2.84723762895647
42.198864768121155,-26.291690189820653
-47.485256314573206,2.3393505863262734
21.558290208539002,36.9219941685389
0.9957250240187381,-23.038761372295685
41.255467898475324,-24.269471109090503
21.522236123009257,37.08701226996171
-47.4801225267241,2.366383206066101
-46.471605368976405,2.68334099223162
-47.48608275300626,2.333591828590639
-46.31747057365242,2.3941584331705448
21.669037114171314,37.17262531151786
-46.99944114838805,3.0085722298244777
21.46163897536564,36.57541790155955
1.676434117028571,-24.012986756232827
42.58378365663644,-24.074076755909374
21.454775638900625,36.557040495638404
21.426721720576886,36.74335929527631
21.515348128673303,37.06969734533066
21.5474439377144,36.892318725532476
1.4672532676996348,-24.052993485523697
-47.02028041040462,2.794750442223246
41.9750189693116,-26.07954257436642
-47.485940577222635,2.3339824384298398
21.426721720576886,36.74335929527631
21.42376263165297,36.73634449165379
6.311882590402282,-17.702287754877563
-47.26312791210159,2.6769852530404625
1.5014872070357204,-24.00450660198963
-48.266701715728736,2.12723665734699
41.754318908289434,-25.90815273004136
21.42376263165297,36.73634449165379
-46.65978564603335,3.4809693202383984
21.423439528936676,36.735537809035485
1.0770104076651428,-24.9210389708779
21.46163897536564,36.57541790155955
21.558290208539002,36.9219941685389
-47.12074745556941,2.8398279699058095
1.5864523664658285,-23.965885599089994
42.12086066099877,-26.16009736462407
21.55792045546701,36.92108754731541
-46.168504862680926,2.3316740981409003
0.43312574737830617,-24.77553379354367
21.55792045546701,36.92108754731541
-47.48579914079545,2.3351310518774513
0.3483321555387356,-24.73036088875949
41.70814528005076,-26.3373100954377
-47.12074745556941,2.8398279699058095
42.04192519062908,-26.680176148255406
-47.75170173469086,2.708241827331455
41.991556857198354,-26.53594392929074
21.554462488993007,36.91239776282873
-47.54624163491008,2.5345087010465184
21.426721720576886,36.74335929527631
1.218541638045935,-25.270008955935364
42.59593859783567,-27.14298493803018
1.4027489842801237,-24.20417466260309
1.4872740838135818,-24.25238230916883
21.42485838601211,36.73901258809445
21.55792045546701,36.92108754731541
41.814563982222765,-26.113341061326338
0.7622105233350058,-24.05523334281042
2.1008766371794465,-22.631031020207498
41.91030097540247,-26.084946483720326
41.67968006658093,-25.923135314571006
-0.0809514834516617,-23.757647409853266
21.425493356226973,36.74051748605799
1.1570047220608621,-22.981054158004802
21.55722697400338,36.91937723807669
-47.12074745556941,2.8398279699058095
41.733194839857866,-28.619408425320508
-47.50762643790183,2.4831399230758597
-47.31498442046155,2.9204294453176862
21.457698090625993,36.565249699166
1.6208895584423366,-24.10461214373148
-47.26619108594921,2.586692179596951
1.072827857420777,-22.922712446895638
21.42823355270709,36.746757181101394
41.76115176515726,-25.92385832487102
-46.99116806502891,2.525011521917981
42.04192519062908,-26.680176148255406
21.669037114171314,37.17262531151786
0.9100651185518422,-25.304339767902402
1.5076458359998177,-23.692325142865
21.522236123009257,37.08701226996171
21.42376263165297,36.73634449165379
41.63302620815925,-25.964729905553487
41.577652590538776,-25.401333142567847
1.859822070717194,-22.750464424695107
41.22251637999263,-25.64591745452212
0.9274908249882952,-24.180291468926654
21.454775638900625,36.557040495638404
-47.48707696473977,2.328992709065031
41.82467553679065,-25.93970997528068
-47.38056012733086,2.656694488477526
-47.13260818694156,2.7129365504567025
-47.57524907307428,2.4630156386215907
41.617375459517014,-26.395904873276784
42.126006096089256,-26.095134443066545
-46.764478969876414,2.853783639773872
-47.48536436413514,2.3382005714075236
41.63302620815925,-25.964729905553487
-47.12074745556941,2.8398279699058095
-47.37890679373471,2.924377002211876
21.42485838601211,36.73901258809445
1.4504384916513584,-22.129377847657143
21.425493356226973,36.74051748605799
1.2404994076646156,-24.38478792943529
21.55792045546701,36.92108754731541
21.515348128673303,37.06969734533066
21.55722697400338,36.91937723807669
21.42376263165297,36.73634449165379
21.421482001917063,36.73040133459764
2.0115060050101823,-23.770604562309227
-47.63783946760466,2.2833437129173353
-47.487413232469606,2.327208356217537
21.669037114171314,37.17262531151786
-47.48710036510215,2.3286046100095037
21.423439528936676,36.735537809035485
